"ID","sMAPE","RMSE","MAE","MASE"
"10578","arima","arima","arima","arima"
"10579","nnet","nnet","nnet","nnet"
"10580","nnet","nnet","nnet","nnet"
"10581","ets","ets","ets","ets"
"10582","nnet","nnet","nnet","nnet"
"10583","snaive","ets","ets","ets"
"10584","arima","arima","arima","arima"
"10585","snaive","snaive","snaive","snaive"
"10586","snaive","snaive","snaive","snaive"
"10587","arima","arima","arima","arima"
"10588","nnet","nnet","nnet","nnet"
"10589","nnet","nnet","nnet","nnet"
"10590","nnet","naive","naive","naive"
"10591","naive","naive","naive","naive"
"10592","nnet","nnet","nnet","nnet"
"10593","snaive","nnet","nnet","nnet"
"10594","ets","snaive","ets","ets"
"10595","nnet","nnet","nnet","nnet"
"10596","naive","naive","naive","naive"
"10597","ets","ets","ets","ets"
"10598","arima","arima","arima","arima"
"10599","arima","arima","arima","arima"
"10600","nnet","ets","nnet","nnet"
"10601","ets","arima","ets","ets"
"10602","nnet","nnet","nnet","nnet"
"10603","ets","ets","ets","ets"
"10604","ets","ets","ets","ets"
"10605","arima","arima","arima","arima"
"10606","arima","arima","arima","arima"
"10607","nnet","nnet","nnet","nnet"
"10608","ets","ets","ets","ets"
"10609","arima","arima","arima","arima"
"10610","ets","ets","ets","ets"
"10611","arima","arima","arima","arima"
"10612","snaive","snaive","snaive","snaive"
"10613","arima","arima","arima","arima"
"10614","ets","ets","ets","ets"
"10615","naive","naive","naive","naive"
"10616","ets","snaive","ets","ets"
"10617","ets","ets","ets","ets"
"10618","ets","ets","ets","ets"
"10619","snaive","snaive","snaive","snaive"
"10620","ets","ets","ets","ets"
"10621","nnet","nnet","nnet","nnet"
"10622","snaive","snaive","snaive","snaive"
"10623","snaive","snaive","snaive","snaive"
"10624","nnet","nnet","nnet","nnet"
"10625","snaive","ets","snaive","snaive"
"10626","arima","ets","arima","arima"
"10627","naive","naive","naive","naive"
"10628","naive","arima","naive","naive"
"10629","arima","arima","arima","arima"
"10630","ets","ets","ets","ets"
"10631","snaive","snaive","snaive","snaive"
"10632","ets","ets","ets","ets"
"10633","arima","naive","arima","arima"
"10634","arima","arima","arima","arima"
"10635","arima","arima","arima","arima"
"10636","ets","ets","ets","ets"
"10637","arima","arima","arima","arima"
"10638","ets","ets","ets","ets"
"10639","arima","arima","arima","arima"
"10640","arima","arima","arima","arima"
"10641","arima","arima","arima","arima"
"10642","arima","arima","arima","arima"
"10643","nnet","nnet","nnet","nnet"
"10644","arima","arima","arima","arima"
"10645","nnet","nnet","nnet","nnet"
"10646","naive","naive","naive","naive"
"10647","naive","naive","naive","naive"
"10648","arima","arima","arima","arima"
"10649","snaive","snaive","nnet","nnet"
"10650","arima","arima","arima","arima"
"10651","arima","arima","arima","arima"
"10652","ets","ets","ets","ets"
"10653","ets","ets","ets","ets"
"10654","ets","ets","ets","ets"
"10655","snaive","snaive","snaive","snaive"
"10656","ets","ets","ets","ets"
"10657","arima","arima","arima","arima"
"10658","arima","arima","arima","arima"
"10659","nnet","snaive","nnet","nnet"
"10660","naive","naive","naive","naive"
"10661","nnet","nnet","nnet","nnet"
"10662","ets","ets","ets","ets"
"10663","ets","snaive","ets","ets"
"10664","arima","arima","arima","arima"
"10665","ets","ets","ets","ets"
"10666","arima","arima","arima","arima"
"10667","naive","naive","naive","naive"
"10668","snaive","snaive","snaive","snaive"
"10669","nnet","nnet","nnet","nnet"
"10670","ets","ets","ets","ets"
"10671","arima","arima","arima","arima"
"10672","naive","naive","naive","naive"
"10673","naive","naive","naive","naive"
"10674","ets","nnet","ets","ets"
"10675","arima","naive","arima","arima"
"10676","arima","arima","arima","arima"
"10677","arima","arima","arima","arima"
"10678","ets","ets","ets","ets"
"10679","arima","arima","arima","arima"
"10680","nnet","nnet","nnet","nnet"
"10681","arima","arima","arima","arima"
"10682","arima","arima","arima","arima"
"10683","snaive","snaive","snaive","snaive"
"10684","snaive","snaive","snaive","snaive"
"10685","naive","naive","naive","naive"
"10686","arima","nnet","arima","arima"
"10687","ets","ets","ets","ets"
"10688","naive","naive","naive","naive"
"10689","arima","arima","arima","arima"
"10690","arima","arima","arima","arima"
"10691","nnet","nnet","nnet","nnet"
"10692","nnet","nnet","nnet","nnet"
"10693","arima","arima","arima","arima"
"10694","arima","arima","arima","arima"
"10695","nnet","nnet","nnet","nnet"
"10696","arima","arima","arima","arima"
"10697","arima","arima","arima","arima"
"10698","ets","ets","ets","ets"
"10699","arima","arima","arima","arima"
"10700","ets","ets","ets","ets"
"10701","ets","ets","ets","ets"
"10702","nnet","nnet","nnet","nnet"
"10703","arima","arima","arima","arima"
"10704","arima","arima","arima","arima"
"10705","ets","ets","ets","ets"
"10706","arima","ets","arima","arima"
"10707","naive","nnet","naive","naive"
"10708","snaive","snaive","snaive","snaive"
"10709","naive","naive","naive","naive"
"10710","arima","arima","arima","arima"
"10711","arima","arima","arima","arima"
"10712","nnet","nnet","nnet","nnet"
"10713","arima","arima","arima","arima"
"10714","arima","arima","arima","arima"
"10715","ets","arima","ets","ets"
"10716","ets","ets","ets","ets"
"10717","arima","arima","arima","arima"
"10718","arima","arima","arima","arima"
"10719","nnet","nnet","nnet","nnet"
"10720","arima","arima","arima","arima"
"10721","ets","ets","ets","ets"
"10722","nnet","ets","nnet","nnet"
"10723","nnet","nnet","nnet","nnet"
"10724","ets","naive","ets","ets"
"10725","ets","ets","ets","ets"
"10726","arima","arima","arima","arima"
"10727","arima","arima","arima","arima"
"10728","arima","arima","arima","arima"
"10729","arima","arima","arima","arima"
"10730","arima","arima","arima","arima"
"10731","snaive","snaive","snaive","snaive"
"10732","arima","arima","arima","arima"
"10733","arima","arima","arima","arima"
"10734","ets","ets","ets","ets"
"10735","arima","arima","arima","arima"
"10736","snaive","snaive","snaive","snaive"
"10737","arima","arima","arima","arima"
"10738","nnet","nnet","nnet","nnet"
"10739","ets","ets","ets","ets"
"10740","naive","naive","naive","naive"
"10741","arima","arima","arima","arima"
"10742","arima","arima","arima","arima"
"10743","arima","arima","arima","arima"
"10744","arima","ets","arima","arima"
"10745","snaive","snaive","snaive","snaive"
"10746","arima","arima","arima","arima"
"10747","ets","ets","ets","ets"
"10748","arima","arima","arima","arima"
"10749","arima","ets","arima","arima"
"10750","snaive","snaive","snaive","snaive"
"10751","snaive","snaive","snaive","snaive"
"10752","ets","ets","ets","ets"
"10753","ets","ets","ets","ets"
"10754","snaive","snaive","snaive","snaive"
"10755","naive","naive","naive","naive"
"10756","snaive","snaive","snaive","snaive"
"10757","arima","arima","arima","arima"
"10758","arima","arima","arima","arima"
"10759","arima","arima","arima","arima"
"10760","arima","arima","arima","arima"
"10761","arima","arima","arima","arima"
"10762","arima","arima","arima","arima"
"10763","arima","arima","arima","arima"
"10764","arima","arima","arima","arima"
"10765","ets","ets","ets","ets"
"10766","nnet","nnet","nnet","nnet"
"10767","arima","arima","arima","arima"
"10768","nnet","nnet","nnet","nnet"
"10769","arima","arima","arima","arima"
"10770","arima","arima","arima","arima"
"10771","nnet","nnet","nnet","nnet"
"10772","naive","naive","naive","naive"
"10773","arima","arima","arima","arima"
"10774","ets","ets","ets","ets"
"10775","snaive","snaive","snaive","snaive"
"10776","snaive","snaive","snaive","snaive"
"10777","ets","ets","ets","ets"
"10778","arima","arima","arima","arima"
"10779","arima","arima","arima","arima"
"10780","snaive","snaive","snaive","snaive"
"10781","arima","arima","arima","arima"
"10782","arima","arima","arima","arima"
"10783","ets","ets","ets","ets"
"10784","arima","arima","arima","arima"
"10785","arima","arima","arima","arima"
"10786","naive","naive","naive","naive"
"10787","naive","ets","naive","naive"
"10788","nnet","nnet","nnet","nnet"
"10789","arima","arima","arima","arima"
"10790","ets","ets","ets","ets"
"10791","arima","arima","arima","arima"
"10792","nnet","nnet","nnet","nnet"
"10793","ets","ets","ets","ets"
"10794","snaive","snaive","snaive","snaive"
"10795","arima","arima","arima","arima"
"10796","arima","arima","arima","arima"
"10797","arima","arima","arima","arima"
"10798","arima","arima","arima","arima"
"10799","arima","ets","arima","arima"
"10800","arima","arima","arima","arima"
"10801","ets","ets","ets","ets"
"10802","snaive","snaive","snaive","snaive"
"10803","naive","naive","naive","naive"
"10804","naive","naive","naive","naive"
"10805","ets","ets","ets","ets"
"10806","arima","arima","arima","arima"
"10807","arima","arima","arima","arima"
"10808","ets","ets","ets","ets"
"10809","arima","arima","arima","arima"
"10810","arima","arima","arima","arima"
"10811","arima","nnet","arima","arima"
"10812","naive","arima","naive","naive"
"10813","arima","arima","arima","arima"
"10814","arima","arima","arima","arima"
"10815","arima","arima","arima","arima"
"10816","arima","nnet","arima","arima"
"10817","ets","ets","ets","ets"
"10818","ets","ets","ets","ets"
"10819","snaive","nnet","snaive","snaive"
"10820","snaive","snaive","snaive","snaive"
"10821","ets","ets","ets","ets"
"10822","nnet","nnet","nnet","nnet"
"10823","arima","arima","arima","arima"
"10824","ets","ets","ets","ets"
"10825","arima","arima","arima","arima"
"10826","arima","arima","arima","arima"
"10827","naive","naive","naive","naive"
"10828","arima","naive","arima","arima"
"10829","ets","ets","ets","ets"
"10830","arima","arima","arima","arima"
"10831","arima","arima","arima","arima"
"10832","snaive","snaive","snaive","snaive"
"10833","snaive","snaive","snaive","snaive"
"10834","arima","arima","arima","arima"
"10835","arima","arima","arima","arima"
"10836","arima","arima","arima","arima"
"10837","arima","arima","arima","arima"
"10838","arima","arima","arima","arima"
"10839","arima","arima","arima","arima"
"10840","arima","arima","arima","arima"
"10841","nnet","nnet","nnet","nnet"
"10842","arima","arima","arima","arima"
"10843","arima","arima","arima","arima"
"10844","arima","arima","arima","arima"
"10845","naive","naive","naive","naive"
"10846","nnet","nnet","nnet","nnet"
"10847","ets","arima","ets","ets"
"10848","arima","arima","arima","arima"
"10849","arima","arima","arima","arima"
"10850","ets","ets","ets","ets"
"10851","arima","arima","arima","arima"
"10852","arima","arima","arima","arima"
"10853","nnet","nnet","nnet","nnet"
"10854","ets","ets","ets","ets"
"10855","snaive","snaive","snaive","snaive"
"10856","nnet","nnet","nnet","nnet"
"10857","arima","arima","arima","arima"
"10858","nnet","nnet","nnet","nnet"
"10859","ets","ets","ets","ets"
"10860","arima","arima","arima","arima"
"10861","arima","arima","arima","arima"
"10862","arima","arima","arima","arima"
"10863","nnet","arima","nnet","nnet"
"10864","arima","arima","arima","arima"
"10865","arima","arima","arima","arima"
"10866","ets","ets","ets","ets"
"10867","ets","ets","ets","ets"
"10868","ets","ets","ets","ets"
"10869","ets","ets","ets","ets"
"10870","arima","arima","arima","arima"
"10871","arima","arima","arima","arima"
"10872","arima","arima","arima","arima"
"10873","naive","naive","naive","naive"
"10874","arima","arima","arima","arima"
"10875","ets","ets","ets","ets"
"10876","nnet","nnet","nnet","nnet"
"10877","nnet","nnet","nnet","nnet"
"10878","arima","arima","arima","arima"
"10879","arima","arima","arima","arima"
"10880","ets","ets","ets","ets"
"10881","snaive","snaive","snaive","snaive"
"10882","ets","ets","ets","ets"
"10883","arima","arima","arima","arima"
"10884","nnet","nnet","nnet","nnet"
"10885","nnet","nnet","nnet","nnet"
"10886","snaive","snaive","snaive","snaive"
"10887","snaive","snaive","snaive","snaive"
"10888","nnet","nnet","nnet","nnet"
"10889","ets","ets","ets","ets"
"10890","naive","arima","naive","naive"
"10891","arima","arima","arima","arima"
"10892","arima","arima","arima","arima"
"10893","arima","arima","arima","arima"
"10894","arima","arima","arima","arima"
"10895","arima","arima","arima","arima"
"10896","arima","arima","arima","arima"
"10897","nnet","arima","nnet","nnet"
"10898","arima","arima","arima","arima"
"10899","ets","ets","ets","ets"
"10900","nnet","nnet","nnet","nnet"
"10901","snaive","arima","snaive","snaive"
"10902","snaive","snaive","snaive","snaive"
"10903","ets","ets","ets","ets"
"10904","nnet","nnet","nnet","nnet"
"10905","arima","arima","arima","arima"
"10906","arima","arima","arima","arima"
"10907","arima","arima","arima","arima"
"10908","ets","ets","ets","ets"
"10909","nnet","nnet","nnet","nnet"
"10910","snaive","snaive","snaive","snaive"
"10911","arima","arima","arima","arima"
"10912","nnet","nnet","nnet","nnet"
"10913","arima","arima","arima","arima"
"10914","ets","ets","ets","ets"
"10915","nnet","nnet","nnet","nnet"
"10916","naive","naive","naive","naive"
"10917","ets","ets","ets","ets"
"10918","ets","ets","ets","ets"
"10919","arima","arima","arima","arima"
"10920","naive","naive","naive","naive"
"10921","arima","arima","arima","arima"
"10922","arima","arima","arima","arima"
"10923","naive","naive","naive","naive"
"10924","arima","arima","arima","arima"
"10925","nnet","nnet","nnet","nnet"
"10926","ets","arima","ets","ets"
"10927","nnet","nnet","nnet","nnet"
"10928","naive","naive","naive","naive"
"10929","arima","arima","arima","arima"
"10930","arima","arima","arima","arima"
"10931","naive","snaive","naive","naive"
"10932","arima","arima","arima","arima"
"10933","naive","naive","naive","naive"
"10934","snaive","ets","snaive","snaive"
"10935","arima","arima","arima","arima"
"10936","snaive","snaive","snaive","snaive"
"10937","arima","arima","arima","arima"
"10938","arima","arima","arima","arima"
"10939","arima","arima","arima","arima"
"10940","arima","arima","arima","arima"
"10941","arima","arima","arima","arima"
"10942","nnet","nnet","nnet","nnet"
"10943","nnet","nnet","nnet","nnet"
"10944","ets","ets","ets","ets"
"10945","nnet","nnet","nnet","nnet"
"10946","snaive","snaive","snaive","snaive"
"10947","snaive","snaive","snaive","snaive"
"10948","snaive","snaive","snaive","snaive"
"10949","arima","arima","arima","arima"
"10950","ets","ets","ets","ets"
"10951","nnet","nnet","nnet","nnet"
"10952","ets","ets","ets","ets"
"10953","arima","arima","arima","arima"
"10954","arima","arima","arima","arima"
"10955","ets","ets","ets","ets"
"10956","arima","arima","arima","arima"
"10957","arima","arima","arima","arima"
"10958","arima","arima","arima","arima"
"10959","ets","arima","ets","ets"
"10960","nnet","ets","nnet","nnet"
"10961","ets","ets","ets","ets"
"10962","naive","ets","naive","naive"
"10963","arima","arima","arima","arima"
"10964","arima","arima","arima","arima"
"10965","arima","arima","arima","arima"
"10966","snaive","naive","snaive","snaive"
"10967","ets","ets","ets","ets"
"10968","ets","ets","ets","ets"
"10969","ets","ets","ets","ets"
"10970","nnet","nnet","nnet","nnet"
"10971","arima","arima","arima","arima"
"10972","naive","arima","naive","naive"
"10973","ets","ets","ets","ets"
"10974","arima","arima","arima","arima"
"10975","naive","naive","naive","naive"
"10976","ets","naive","ets","ets"
"10977","naive","naive","naive","naive"
"10978","arima","arima","arima","arima"
"10979","arima","arima","arima","arima"
"10980","arima","arima","arima","arima"
"10981","ets","arima","ets","ets"
"10982","arima","arima","arima","arima"
"10983","arima","arima","arima","arima"
"10984","nnet","nnet","nnet","nnet"
"10985","ets","ets","ets","ets"
"10986","nnet","nnet","nnet","nnet"
"10987","ets","ets","ets","ets"
"10988","arima","arima","arima","arima"
"10989","ets","ets","ets","ets"
"10990","nnet","nnet","nnet","nnet"
"10991","nnet","nnet","nnet","nnet"
"10992","nnet","snaive","nnet","nnet"
"10993","nnet","nnet","nnet","nnet"
"10994","arima","ets","arima","arima"
"10995","naive","naive","naive","naive"
"10996","snaive","snaive","snaive","snaive"
"10997","ets","ets","ets","ets"
"10998","arima","arima","arima","arima"
"10999","ets","ets","ets","ets"
"11000","nnet","nnet","nnet","nnet"
"11001","nnet","nnet","nnet","nnet"
"11002","arima","arima","arima","arima"
"11003","nnet","nnet","nnet","nnet"
"11004","arima","arima","arima","arima"
"11005","nnet","nnet","nnet","nnet"
"11006","ets","ets","ets","ets"
"11007","ets","ets","ets","ets"
"11008","arima","arima","arima","arima"
"11009","ets","ets","ets","ets"
"11010","ets","arima","ets","ets"
